iter,loss,acc_seg,lr
33650,0.1363,94.9554,4.783e-05
33700,0.1308,93.681,4.7811e-05
33750,0.1675,71.1975,4.7792e-05
33800,0.1434,98.0304,4.7773e-05
33850,0.1308,94.8049,4.7754e-05
33900,0.2241,95.3387,4.7735e-05
33950,0.1553,95.3695,4.7716e-05
34000,0.1621,93.0572,4.7697e-05
34050,0.1252,97.111,4.7679e-05
34100,0.1855,89.3392,4.766e-05
34150,0.1682,96.4615,4.7641e-05
34200,0.1208,89.2427,4.7622e-05
34250,0.1346,94.0854,4.7603e-05
34300,0.2075,96.8376,4.7584e-05
34350,0.168,82.454,4.7565e-05
34400,0.1297,99.1411,4.7546e-05
34450,0.136,93.7552,4.7527e-05
34500,0.3256,93.6039,4.7508e-05
34550,0.1045,89.9716,4.7489e-05
34600,0.1358,93.9248,4.747e-05
34650,0.2008,97.4675,4.7451e-05
34700,0.1158,96.9916,4.7432e-05
34750,0.1398,94.0993,4.7414e-05
34800,0.1756,98.2877,4.7395e-05
34850,0.2177,89.9846,4.7376e-05
34900,0.1272,98.1437,4.7357e-05
34950,0.1348,94.2154,4.7338e-05
35000,0.2997,87.948,4.7319e-05
35050,0.1854,97.5981,4.73e-05
35100,0.1834,95.9471,4.7281e-05
35150,0.1258,95.2773,4.7262e-05
35200,0.1418,91.1795,4.7243e-05
35250,0.063,97.6532,4.7224e-05
35300,0.1505,96.7836,4.7205e-05
35350,0.116,98.4333,4.7186e-05
35400,0.1773,88.5203,4.7167e-05
35450,0.1728,96.0779,4.7149e-05
35500,0.1347,94.9629,4.713e-05
35550,0.2061,94.4035,4.7111e-05
35600,0.083,96.3377,4.7092e-05
35650,0.1156,97.2658,4.7073e-05
35700,0.0992,96.7876,4.7054e-05
35750,0.1222,87.2972,4.7035e-05
35800,0.1725,97.565,4.7016e-05
35850,0.1259,96.1114,4.6997e-05
35900,0.1624,94.2374,4.6978e-05
35950,0.2112,90.8378,4.6959e-05
36000,0.098,96.9743,4.694e-05
36050,0.2457,98.0772,4.6921e-05
36100,0.1544,93.5614,4.6903e-05
36150,0.1265,94.7718,4.6884e-05
36200,0.1569,94.6148,4.6865e-05
36250,0.1056,93.6008,4.6846e-05
36300,0.1356,96.9105,4.6827e-05
36350,0.1354,93.3673,4.6808e-05
36400,0.1434,93.1836,4.6789e-05
36450,0.2771,93.2346,4.677e-05
36500,0.0772,96.0442,4.6751e-05
36550,0.1288,96.6895,4.6732e-05
36600,0.1248,98.5594,4.6713e-05
36650,0.1201,97.2561,4.6694e-05
36700,0.1087,98.0517,4.6675e-05
36750,0.1382,94.9392,4.6656e-05
36800,0.1199,94.1944,4.6638e-05
36850,0.1141,84.3398,4.6619e-05
36900,0.1697,95.4948,4.66e-05
36950,0.1817,94.7793,4.6581e-05
37000,0.1012,97.8208,4.6562e-05
37050,0.0968,95.4027,4.6543e-05
37100,0.1606,97.2468,4.6524e-05
37150,0.1092,97.0808,4.6505e-05
37200,0.1321,98.8984,4.6486e-05
37250,0.1515,87.4622,4.6467e-05
37300,0.1311,97.6696,4.6448e-05
37350,0.1595,95.8723,4.6429e-05
37400,0.1817,94.7974,4.641e-05
37450,0.1002,94.8074,4.6391e-05
37500,0.2146,95.7234,4.6373e-05
37550,0.1366,92.6188,4.6354e-05
37600,0.0941,89.207,4.6335e-05
37650,0.1351,90.2867,4.6316e-05
37700,0.1261,92.0716,4.6297e-05
37750,0.1348,94.8745,4.6278e-05
37800,0.1041,96.398,4.6259e-05
37850,0.1505,89.2412,4.624e-05
37900,0.1168,97.3012,4.6221e-05
37950,0.1361,96.2886,4.6202e-05
38000,0.0929,95.7461,4.6183e-05
38050,0.1952,97.2304,4.6164e-05
38100,0.1783,95.4988,4.6145e-05
38150,0.114,89.8253,4.6126e-05
38200,0.1696,93.2987,4.6108e-05
38250,0.2092,97.568,4.6089e-05
38300,0.1845,98.449,4.607e-05
38350,0.1547,97.2972,4.6051e-05
38400,0.1077,87.0401,4.6032e-05
38450,0.1357,94.105,4.6013e-05
38500,0.4312,98.0845,4.5994e-05
38550,0.1294,95.7426,4.5975e-05
38600,0.0919,98.5255,4.5956e-05
38650,0.1529,96.9588,4.5937e-05
38700,0.1605,97.2777,4.5918e-05
38750,0.1419,88.8442,4.5899e-05
38800,0.1426,88.9352,4.588e-05
38850,0.1034,97.7966,4.5861e-05
38900,0.109,97.2765,4.5843e-05
38950,0.1884,95.9928,4.5824e-05
39000,0.2128,96.2032,4.5805e-05
39050,0.1877,69.2981,4.5786e-05
39100,0.1385,97.291,4.5767e-05
39150,0.1706,97.0714,4.5748e-05
39200,0.1412,95.7577,4.5729e-05
39250,0.124,92.021,4.571e-05
39300,0.1365,92.1656,4.5691e-05
39350,0.1243,92.6831,4.5672e-05
39400,0.1248,96.0122,4.5653e-05
39450,0.1643,95.3616,4.5634e-05
39500,0.1334,97.3264,4.5615e-05
39550,0.0971,90.0151,4.5597e-05
39600,0.0865,96.3493,4.5578e-05
39650,0.1356,92.1065,4.5559e-05
39700,0.1309,94.903,4.554e-05
39750,0.161,94.911,4.5521e-05
39800,0.1741,81.7137,4.5502e-05
39850,0.0888,96.8663,4.5483e-05
39900,0.0887,96.1079,4.5464e-05
39950,0.1307,95.6986,4.5445e-05
40000,0.2055,93.0265,4.5426e-05
40050,0.1126,90.3287,4.5407e-05
40100,0.1171,92.8822,4.5388e-05
40150,0.1962,91.241,4.5369e-05
40200,0.1553,96.3403,4.535e-05
40250,0.1012,97.1967,4.5332e-05
40300,0.1329,96.0099,4.5313e-05
40350,0.0961,92.5033,4.5294e-05
40400,0.2104,98.3486,4.5275e-05
40450,0.1662,97.3385,4.5256e-05
40500,0.088,97.2391,4.5237e-05
40550,0.134,96.5145,4.5218e-05
40600,0.313,94.9466,4.5199e-05
40650,0.1254,96.1658,4.518e-05
40700,0.1888,82.9997,4.5161e-05
40750,0.1199,94.8538,4.5142e-05
40800,0.1343,98.6703,4.5123e-05
40850,0.1009,91.6178,4.5104e-05
40900,0.2543,88.5621,4.5085e-05
40950,0.1496,98.4093,4.5067e-05
41000,0.1065,92.1846,4.5048e-05
41050,0.1146,96.8611,4.5029e-05
41100,0.1845,92.0441,4.501e-05
41150,0.1313,96.4079,4.4991e-05
41200,0.1196,96.1818,4.4972e-05
41250,0.1629,93.3499,4.4953e-05
41300,0.1308,91.9934,4.4934e-05
41350,0.1339,97.8622,4.4915e-05
41400,0.129,95.0412,4.4896e-05
41450,0.0982,98.1624,4.4877e-05
41500,0.0921,94.7802,4.4858e-05
41550,0.0908,96.3244,4.4839e-05
41600,0.1711,93.9476,4.482e-05
41650,0.1509,95.6527,4.4802e-05
41700,0.1122,98.3305,4.4783e-05
41750,0.1296,97.3497,4.4764e-05
41800,0.1634,95.2148,4.4745e-05
41850,0.1263,94.3745,4.4726e-05
41900,0.1198,98.5139,4.4707e-05
41950,0.0866,95.9044,4.4688e-05
42000,0.1471,95.7382,4.4669e-05
42050,0.1097,97.6489,4.465e-05
42100,0.0852,98.9566,4.4631e-05
42150,0.0979,98.6707,4.4612e-05
42200,0.1147,90.4152,4.4593e-05
42250,0.2182,96.5924,4.4574e-05
42300,0.2113,91.9752,4.4555e-05
42350,0.1328,89.2262,4.4537e-05
42400,0.1226,95.9392,4.4518e-05
42450,0.1042,95.8919,4.4499e-05
42500,0.1219,96.4805,4.448e-05
42550,0.1595,97.7145,4.4461e-05
42600,0.1492,97.1702,4.4442e-05
42650,0.106,95.1981,4.4423e-05
42700,0.134,88.8465,4.4404e-05
42750,0.1159,97.5113,4.4385e-05
42800,0.1527,96.9349,4.4366e-05
42850,0.129,94.8952,4.4347e-05
42900,0.1152,92.5001,4.4328e-05
42950,0.2319,97.3579,4.4309e-05
43000,0.1269,97.6017,4.4291e-05
43050,0.1243,95.9868,4.4272e-05
43100,0.1557,95.2979,4.4253e-05
43150,0.1255,88.0355,4.4234e-05
43200,0.1523,97.3429,4.4215e-05
43250,0.1109,96.6989,4.4196e-05
43300,0.1884,93.1456,4.4177e-05
43350,0.165,83.7649,4.4158e-05
43400,0.1232,97.6039,4.4139e-05
43450,0.1741,94.5869,4.412e-05
43500,0.1423,96.528,4.4101e-05
43550,0.1741,86.0612,4.4082e-05
43600,0.1235,92.6409,4.4063e-05
43650,0.1676,97.7349,4.4044e-05
43700,0.1076,98.6861,4.4026e-05
43750,0.1108,98.204,4.4007e-05
43800,0.1769,98.373,4.3988e-05
43850,0.158,95.5491,4.3969e-05
43900,0.1447,96.7059,4.395e-05
43950,0.0842,94.3201,4.3931e-05
44000,0.1194,93.8001,4.3912e-05
44050,0.112,94.9158,4.3893e-05
44100,0.1442,95.3109,4.3874e-05
44150,0.1025,93.7926,4.3855e-05
44200,0.0981,92.6954,4.3836e-05
44250,0.1512,93.9199,4.3817e-05
44300,0.1666,96.1034,4.3798e-05
44350,0.1264,96.5226,4.3779e-05
44400,0.1637,83.2606,4.3761e-05
44450,0.1125,92.8509,4.3742e-05
44500,0.1515,85.0926,4.3723e-05
44550,0.122,91.8125,4.3704e-05
44600,0.1559,94.8952,4.3685e-05
44650,0.1055,97.2358,4.3666e-05
44700,0.1627,94.6658,4.3647e-05
44750,0.2212,95.4495,4.3628e-05
44800,0.1552,88.2187,4.3609e-05
44850,0.1053,94.1535,4.359e-05
44900,0.1299,97.0193,4.3571e-05
44950,0.1266,92.882,4.3552e-05
45000,0.0958,97.9121,4.3533e-05
45050,0.1321,96.6461,4.3514e-05
45100,0.0965,94.7483,4.3496e-05
45150,0.1562,96.1386,4.3477e-05
45200,0.1257,92.4853,4.3458e-05
45250,0.1445,96.5684,4.3439e-05
45300,0.0988,98.8496,4.342e-05
45350,0.0988,95.2861,4.3401e-05
45400,0.1166,82.6746,4.3382e-05
45450,0.2232,84.0935,4.3363e-05
45500,0.1961,91.3784,4.3344e-05
45550,0.1117,97.3872,4.3325e-05
45600,0.1255,95.5405,4.3306e-05
45650,0.0857,97.2588,4.3287e-05
45700,0.1409,91.1435,4.3268e-05
45750,0.1599,97.7418,4.3249e-05
45800,0.1501,92.1604,4.3231e-05
45850,0.1251,99.2163,4.3212e-05
45900,0.1132,92.9325,4.3193e-05
45950,0.1088,95.2499,4.3174e-05
46000,0.1496,92.8344,4.3155e-05
46050,0.1734,98.6816,4.3136e-05
46100,0.1768,97.5403,4.3117e-05
46150,0.1023,97.1,4.3098e-05
46200,0.1131,91.8685,4.3079e-05
46250,0.2059,82.6803,4.306e-05
46300,0.1082,96.2334,4.3041e-05
46350,0.1634,95.4945,4.3022e-05
46400,0.1471,92.6949,4.3003e-05
46450,0.1556,94.8473,4.2984e-05
46500,0.2735,94.5899,4.2966e-05
46550,0.1648,93.0375,4.2947e-05
46600,0.1171,98.5364,4.2928e-05
46650,0.1676,94.2602,4.2909e-05
46700,0.1352,97.9854,4.289e-05
46750,0.1467,82.1713,4.2871e-05
46800,0.1233,98.244,4.2852e-05
46850,0.1213,96.2512,4.2833e-05
46900,0.0825,96.9453,4.2814e-05
46950,0.097,98.5331,4.2795e-05
47000,0.1165,97.423,4.2776e-05
47050,0.1153,97.2803,4.2757e-05
47100,0.174,97.4604,4.2738e-05
47150,0.1183,96.6496,4.272e-05
47200,0.1254,97.8488,4.2701e-05
47250,0.1719,93.0929,4.2682e-05
47300,0.1218,92.8992,4.2663e-05
47350,0.0804,96.6028,4.2644e-05
47400,0.1541,96.1453,4.2625e-05
47450,0.0922,93.8744,4.2606e-05
47500,0.1093,89.6906,4.2587e-05
47550,0.0962,90.975,4.2568e-05
47600,0.1108,97.7203,4.2549e-05
47650,0.0969,97.3082,4.253e-05
47700,0.1251,97.0488,4.2511e-05
47750,0.1368,94.1946,4.2492e-05
47800,0.1247,96.8904,4.2473e-05
47850,0.1558,97.5383,4.2455e-05
47900,0.1143,98.6885,4.2436e-05
47950,0.1264,98.2113,4.2417e-05
48000,0.1079,96.708,4.2398e-05
48050,0.1158,92.4349,4.2379e-05
48100,0.097,96.1296,4.236e-05
48150,0.0768,98.3061,4.2341e-05
48200,0.1275,97.7343,4.2322e-05
48250,0.1348,94.2728,4.2303e-05
48300,0.1092,94.8984,4.2284e-05
48350,0.101,97.7399,4.2265e-05
48400,0.1006,92.0792,4.2246e-05
48450,0.0988,92.9845,4.2227e-05
48500,0.1133,93.6572,4.2208e-05
48550,0.1359,94.6438,4.219e-05
48600,0.1165,96.6447,4.2171e-05
48650,0.0972,94.1653,4.2152e-05
48700,0.1618,96.1824,4.2133e-05
48750,0.2188,88.9505,4.2114e-05
48800,0.1459,94.1158,4.2095e-05
48850,0.1378,97.0245,4.2076e-05
48900,0.1464,97.8996,4.2057e-05
48950,0.1266,97.1899,4.2038e-05
49000,0.0963,94.4438,4.2019e-05
49050,0.1241,96.6913,4.2e-05
49100,0.1015,96.4371,4.1981e-05
49150,0.1326,95.7079,4.1962e-05
49200,0.1411,95.8573,4.1943e-05
49250,0.1246,99.2218,4.1925e-05
49300,0.1084,93.12,4.1906e-05
49350,0.1266,93.6718,4.1887e-05
49400,0.1341,93.4052,4.1868e-05
49450,0.0854,96.3508,4.1849e-05
49500,0.1013,97.7943,4.183e-05
49550,0.1036,92.4684,4.1811e-05
49600,0.0875,96.4579,4.1792e-05
49650,0.0936,96.557,4.1773e-05
49700,0.1166,88.6442,4.1754e-05
49750,0.1032,95.8012,4.1735e-05
49800,0.1022,94.9902,4.1716e-05
49850,0.1316,96.6276,4.1697e-05
49900,0.1173,96.0606,4.1678e-05
49950,0.124,95.519,4.166e-05
50000,0.1671,98.1778,4.1641e-05
50050,0.1072,98.3345,4.1622e-05
50100,0.133,97.9166,4.1603e-05
50150,0.1445,93.9267,4.1584e-05
50200,0.1924,71.1945,4.1565e-05
50250,0.1545,96.7125,4.1546e-05
50300,0.1113,96.4372,4.1527e-05
50350,0.1731,96.8523,4.1508e-05
50400,0.1324,97.0897,4.1489e-05
50450,0.0952,96.4261,4.147e-05
50500,0.1554,93.6121,4.1451e-05
50550,0.1413,95.5383,4.1432e-05
50600,0.117,92.6856,4.1414e-05
50650,0.1721,93.7961,4.1395e-05
50700,0.0929,96.9635,4.1376e-05
50750,0.1032,96.7854,4.1357e-05
50800,0.0856,96.2843,4.1338e-05
50850,0.0863,97.8667,4.1319e-05
50900,0.1627,96.3487,4.13e-05
50950,0.1046,98.6213,4.1281e-05
51000,0.1169,92.874,4.1262e-05
51050,0.1789,98.0713,4.1243e-05
51100,0.1369,93.3135,4.1224e-05
51150,0.123,96.636,4.1205e-05
51200,0.0991,97.3405,4.1186e-05
51250,0.1221,95.541,4.1167e-05
51300,0.0895,95.0448,4.1149e-05
51350,0.1226,96.6653,4.113e-05
51400,0.1564,95.082,4.1111e-05
51450,0.0971,97.6338,4.1092e-05
51500,0.1002,95.5279,4.1073e-05
51550,0.0881,96.0277,4.1054e-05
51600,0.2433,96.3526,4.1035e-05
51650,0.1121,92.5851,4.1016e-05
51700,0.0891,96.0224,4.0997e-05
51750,0.0993,96.9161,4.0978e-05
51800,0.0914,97.5266,4.0959e-05
51850,0.0873,96.6154,4.094e-05
51900,0.0865,93.9853,4.0921e-05
51950,0.1311,98.0372,4.0902e-05
52000,0.1076,94.2811,4.0884e-05
52050,0.1418,95.9053,4.0865e-05
52100,0.4704,37.3568,4.0846e-05
52150,0.1353,88.4664,4.0827e-05
52200,0.1033,95.8049,4.0808e-05
52250,0.1691,95.7564,4.0789e-05
52300,0.0937,95.6771,4.077e-05
52350,0.1441,94.0356,4.0751e-05
52400,0.135,97.3717,4.0732e-05
52450,0.1153,95.9984,4.0713e-05
52500,0.1722,96.5338,4.0694e-05
52550,0.0954,95.246,4.0675e-05
52600,0.1074,96.9213,4.0656e-05
52650,0.1167,94.626,4.0637e-05
52700,0.0924,98.372,4.0619e-05
52750,0.1576,81.3078,4.06e-05
52800,0.1519,96.0635,4.0581e-05
52850,0.1179,96.3482,4.0562e-05
52900,0.1377,95.2035,4.0543e-05
52950,0.1069,96.974,4.0524e-05
53000,0.1032,96.8516,4.0505e-05
53050,0.1019,88.1933,4.0486e-05
53100,0.0723,95.4364,4.0467e-05
53150,0.1063,96.6156,4.0448e-05
53200,0.0833,95.6284,4.0429e-05
53250,0.1403,93.896,4.041e-05
53300,0.0987,97.2247,4.0391e-05
53350,0.1228,97.6963,4.0372e-05
53400,0.1253,96.0439,4.0354e-05
53450,0.0973,97.2885,4.0335e-05
53500,0.1178,97.7096,4.0316e-05
53550,0.1427,94.655,4.0297e-05
53600,0.1286,88.6281,4.0278e-05
53650,0.1144,87.7698,4.0259e-05
53700,0.1194,89.4558,4.024e-05
53750,0.1525,94.625,4.0221e-05
53800,0.0827,99.103,4.0202e-05
53850,0.1833,96.697,4.0183e-05
53900,0.1033,96.6771,4.0164e-05
53950,0.1758,97.655,4.0145e-05
54000,0.1177,96.0707,4.0126e-05
54050,0.1052,96.7873,4.0108e-05
54100,0.1511,97.0231,4.0089e-05
54150,0.1074,95.0266,4.007e-05
54200,0.1183,96.2076,4.0051e-05
54250,0.1804,87.5809,4.0032e-05
54300,0.125,96.0438,4.0013e-05
54350,0.1389,95.7616,3.9994e-05
54400,0.1697,95.6527,3.9975e-05
54450,0.1208,89.4406,3.9956e-05
54500,0.1097,92.688,3.9937e-05
54550,0.0891,94.8306,3.9918e-05
54600,0.1114,97.8681,3.9899e-05
54650,0.2068,96.4588,3.988e-05
54700,0.3038,72.7437,3.9861e-05
54750,0.1254,93.7252,3.9843e-05
54800,0.1074,95.3967,3.9824e-05
54850,0.0901,94.9554,3.9805e-05
54900,0.137,94.2381,3.9786e-05
54950,0.1867,94.1006,3.9767e-05
55000,0.0964,97.1352,3.9748e-05
55050,0.111,96.8609,3.9729e-05
55100,0.1106,95.9893,3.971e-05
55150,0.1692,93.9116,3.9691e-05
55200,0.0905,94.7047,3.9672e-05
55250,0.15,97.4932,3.9653e-05
55300,0.0953,94.9469,3.9634e-05
55350,0.1809,95.3333,3.9615e-05
55400,0.1246,94.6824,3.9596e-05
55450,0.1063,95.0528,3.9578e-05
55500,0.142,97.7425,3.9559e-05
55550,0.0956,98.3929,3.954e-05
55600,0.1596,98.2211,3.9521e-05
55650,0.1078,96.0048,3.9502e-05
55700,0.1017,97.2948,3.9483e-05
55750,0.1576,94.0964,3.9464e-05
55800,0.1203,95.4011,3.9445e-05
55850,0.091,96.4479,3.9426e-05
55900,0.1236,94.8006,3.9407e-05
55950,0.1306,97.1498,3.9388e-05
56000,0.1422,96.3732,3.9369e-05
56050,0.1472,95.5497,3.935e-05
56100,0.1256,93.805,3.9331e-05
56150,0.4803,93.8723,3.9313e-05
56200,0.1261,99.1499,3.9294e-05
56250,0.0983,94.4115,3.9275e-05
56300,0.0903,97.2016,3.9256e-05
56350,0.0768,99.0258,3.9237e-05
56400,0.1231,96.731,3.9218e-05
56450,0.1107,96.3435,3.9199e-05
56500,0.0775,96.8864,3.918e-05
56550,0.1275,91.4141,3.9161e-05
56600,0.1008,93.8442,3.9142e-05
56650,0.1469,97.3403,3.9123e-05
56700,0.088,95.4221,3.9104e-05
56750,0.2038,98.5667,3.9085e-05
56800,0.1234,96.6303,3.9066e-05
56850,0.1153,96.2611,3.9048e-05
56900,0.1084,96.9632,3.9029e-05
56950,0.0854,98.6247,3.901e-05
57000,0.0953,92.5435,3.8991e-05
57050,0.1017,93.0995,3.8972e-05
57100,0.1309,95.5853,3.8953e-05
57150,0.1002,98.0766,3.8934e-05
57200,0.17,97.8231,3.8915e-05
57250,0.1366,96.851,3.8896e-05
57300,0.1271,97.3291,3.8877e-05
57350,0.1466,97.5075,3.8858e-05
57400,0.0857,98.3253,3.8839e-05
57450,0.1096,96.5308,3.882e-05
57500,0.0966,95.4177,3.8802e-05
57550,0.1318,82.8822,3.8783e-05
57600,0.1467,92.3565,3.8764e-05
57650,0.1089,96.5903,3.8745e-05
57700,0.1486,92.9824,3.8726e-05
57750,0.115,95.4934,3.8707e-05
57800,0.0854,97.8007,3.8688e-05
57850,0.1186,98.122,3.8669e-05
57900,0.0988,94.4285,3.865e-05
57950,0.1253,98.1816,3.8631e-05
58000,0.1176,99.297,3.8612e-05
58050,0.1062,98.3418,3.8593e-05
58100,0.1887,96.2685,3.8574e-05
58150,0.2667,99.2044,3.8555e-05
58200,0.132,96.6752,3.8537e-05
58250,0.1287,92.7275,3.8518e-05
58300,0.106,95.2744,3.8499e-05
58350,0.1807,98.0675,3.848e-05
58400,0.1032,97.4867,3.8461e-05
58450,0.1294,96.96,3.8442e-05
58500,0.0861,97.4962,3.8423e-05
58550,0.1207,91.7554,3.8404e-05
58600,0.101,98.5262,3.8385e-05
58650,0.0854,96.6825,3.8366e-05
58700,0.1315,93.7757,3.8347e-05
58750,0.0781,99.5007,3.8328e-05
58800,0.0945,98.4901,3.8309e-05
58850,0.0877,97.7124,3.829e-05
58900,0.0891,98.4151,3.8272e-05
58950,0.1906,94.5099,3.8253e-05
59000,0.1797,89.2257,3.8234e-05
59050,0.1195,92.5916,3.8215e-05
59100,0.0801,95.1906,3.8196e-05
59150,0.19,83.9125,3.8177e-05
59200,0.1293,98.4091,3.8158e-05
59250,0.0722,95.8779,3.8139e-05
59300,0.1104,95.9921,3.812e-05
59350,0.0926,98.229,3.8101e-05
59400,0.1989,91.2813,3.8082e-05
59450,0.1332,96.0525,3.8063e-05
59500,0.0955,98.1957,3.8044e-05
59550,0.0619,95.7865,3.8025e-05
59600,0.1081,95.459,3.8007e-05
59650,0.1177,95.644,3.7988e-05
59700,0.1224,95.3204,3.7969e-05
59750,0.0809,95.9588,3.795e-05
59800,0.1371,98.301,3.7931e-05
59850,0.0979,95.1828,3.7912e-05
59900,0.1033,98.3232,3.7893e-05
59950,0.1639,96.6671,3.7874e-05
60000,0.128,95.1236,3.7855e-05
60050,0.0973,95.3491,3.7836e-05
60100,0.14,88.3247,3.7817e-05
60150,0.1283,96.912,3.7798e-05
60200,0.1277,95.5679,3.7779e-05
60250,0.0956,97.0542,3.776e-05
60300,0.127,94.8644,3.7742e-05
60350,0.117,97.0843,3.7723e-05
60400,0.0886,88.9586,3.7704e-05
60450,0.1133,95.7527,3.7685e-05
60500,0.093,94.8834,3.7666e-05
60550,0.1113,97.987,3.7647e-05
60600,0.1118,95.065,3.7628e-05
60650,0.102,96.6594,3.7609e-05
60700,0.1224,95.367,3.759e-05
60750,0.1011,90.5481,3.7571e-05
60800,0.1565,97.3778,3.7552e-05
60850,0.1261,95.8221,3.7533e-05
60900,0.1353,88.6967,3.7514e-05
60950,0.1779,97.1549,3.7496e-05
61000,0.109,88.7496,3.7477e-05
61050,0.111,97.7157,3.7458e-05
61100,0.1247,97.4358,3.7439e-05
61150,0.0881,92.0614,3.742e-05
61200,0.1083,96.6665,3.7401e-05
61250,0.1268,98.5645,3.7382e-05
61300,0.1049,93.7299,3.7363e-05
61350,0.1002,96.6042,3.7344e-05
61400,0.1631,86.8047,3.7325e-05
61450,0.1456,91.4553,3.7306e-05
61500,0.12,91.2292,3.7287e-05
61550,0.1346,82.7582,3.7268e-05
61600,0.1807,87.2032,3.7249e-05
61650,0.1262,96.6905,3.7231e-05
61700,0.095,96.3339,3.7212e-05
61750,0.1142,95.8152,3.7193e-05
61800,0.1158,92.8233,3.7174e-05
61850,0.1007,96.7608,3.7155e-05
61900,0.0879,98.8697,3.7136e-05
61950,0.1189,97.2261,3.7117e-05
62000,0.0809,97.0647,3.7098e-05
62050,0.1425,83.8561,3.7079e-05
62100,0.0891,86.0149,3.706e-05
62150,0.1319,97.5813,3.7041e-05
62200,0.0929,97.9802,3.7022e-05
62250,0.1264,94.776,3.7003e-05
62300,0.1146,96.2664,3.6984e-05
62350,0.0927,96.7147,3.6966e-05
62400,0.1657,92.4663,3.6947e-05
62450,0.1428,96.5402,3.6928e-05
62500,0.1056,96.2869,3.6909e-05
62550,0.136,97.8588,3.689e-05
62600,0.0849,95.6359,3.6871e-05
62650,0.1017,97.6314,3.6852e-05
62700,0.1087,97.7074,3.6833e-05
62750,0.0899,98.343,3.6814e-05
62800,0.1235,96.6767,3.6795e-05
62850,0.1264,94.7397,3.6776e-05
62900,0.0721,98.4756,3.6757e-05
62950,0.1363,93.8767,3.6738e-05
63000,0.1116,96.4553,3.6719e-05
63050,0.1019,95.0546,3.6701e-05
63100,0.1109,94.3561,3.6682e-05
63150,0.1088,94.0766,3.6663e-05
63200,0.1305,97.1494,3.6644e-05
63250,0.1565,98.0227,3.6625e-05
63300,0.1009,96.4956,3.6606e-05
63350,0.1131,97.3751,3.6587e-05
63400,0.1189,96.2016,3.6568e-05
63450,0.1115,96.2083,3.6549e-05
63500,0.1332,92.4077,3.653e-05
63550,0.214,88.6848,3.6511e-05
63600,0.4751,96.1421,3.6492e-05
63650,0.1255,94.1126,3.6473e-05
63700,0.0822,95.1319,3.6454e-05
63750,0.1273,91.8872,3.6436e-05
63800,0.0908,96.2968,3.6417e-05
63850,0.0989,94.1758,3.6398e-05
63900,0.0957,96.7068,3.6379e-05
63950,0.0909,97.4499,3.636e-05
64000,0.0982,97.3531,3.6341e-05
64050,0.0933,90.0803,3.6322e-05
64100,0.1006,96.6488,3.6303e-05
64150,0.1436,97.4822,3.6284e-05
64200,0.0686,94.5618,3.6265e-05
64250,0.0976,96.8402,3.6246e-05
64300,0.1131,91.07,3.6227e-05
64350,0.1036,94.3989,3.6208e-05
64400,0.1687,96.1579,3.619e-05
64450,0.0768,98.4445,3.6171e-05
64500,0.1347,92.485,3.6152e-05
64550,0.1221,93.0919,3.6133e-05
64600,0.0861,99.0649,3.6114e-05
64650,0.0875,97.2674,3.6095e-05
64700,0.1384,96.9479,3.6076e-05
64750,0.0929,94.4137,3.6057e-05
64800,0.1041,96.8343,3.6038e-05
64850,0.0844,93.7464,3.6019e-05
64900,0.1127,97.7717,3.6e-05
64950,0.1056,92.0379,3.5981e-05
65000,0.1084,96.8109,3.5962e-05
65050,0.231,96.0317,3.5943e-05
65100,0.103,96.8832,3.5925e-05
65150,0.1196,93.6176,3.5906e-05
65200,0.2451,92.2708,3.5887e-05
65250,0.0795,98.0302,3.5868e-05
65300,0.0712,96.0635,3.5849e-05
65350,0.0878,97.826,3.583e-05
65400,0.1134,95.4611,3.5811e-05
65450,0.1408,97.6653,3.5792e-05
65500,0.1329,95.2559,3.5773e-05
65550,0.0898,97.1091,3.5754e-05
65600,0.1012,97.2348,3.5735e-05
65650,0.1113,93.2307,3.5716e-05
65700,0.1059,96.0733,3.5697e-05
65750,0.072,96.3515,3.5678e-05
65800,0.0811,97.6257,3.566e-05
65850,0.0903,98.4882,3.5641e-05
65900,0.1251,98.296,3.5622e-05
65950,0.111,97.5437,3.5603e-05
66000,0.1436,82.3849,3.5584e-05
66050,0.0954,98.9934,3.5565e-05
66100,0.1743,96.2949,3.5546e-05
66150,0.1125,93.52,3.5527e-05
66200,0.0996,93.101,3.5508e-05
66250,0.0953,96.9277,3.5489e-05
66300,0.0999,93.9691,3.547e-05
66350,0.087,98.338,3.5451e-05
66400,0.1033,96.7568,3.5432e-05
66450,0.0834,96.3574,3.5413e-05
66500,0.0907,95.8217,3.5395e-05
66550,0.1221,97.8049,3.5376e-05
66600,0.0732,95.4046,3.5357e-05
66650,0.0714,97.069,3.5338e-05
66700,0.1297,95.8935,3.5319e-05
66750,0.0915,96.9535,3.53e-05
66800,0.1205,94.0302,3.5281e-05
66850,0.102,96.2245,3.5262e-05
66900,0.0985,95.448,3.5243e-05
66950,0.1285,94.9499,3.5224e-05
67000,0.0874,98.0744,3.5205e-05
67050,0.1011,97.1678,3.5186e-05
67100,0.1044,96.119,3.5167e-05
67150,0.1408,94.7292,3.5148e-05
67200,0.0851,96.5134,3.513e-05
67250,0.0966,96.4198,3.5111e-05
67300,0.1114,96.7235,3.5092e-05
67350,0.0907,98.7784,3.5073e-05
