iter,loss,acc_seg,lr
67400,0.1099,96.2177,3.5054e-05
67450,0.1013,98.4196,3.5035e-05
67500,0.1114,93.7707,3.5016e-05
67550,0.1329,96.9561,3.4997e-05
67600,0.1042,94.3998,3.4978e-05
67650,0.1062,96.9838,3.4959e-05
67700,0.0883,97.7347,3.494e-05
67750,0.1092,84.105,3.4921e-05
67800,0.0847,91.7335,3.4902e-05
67850,0.1396,96.0781,3.4884e-05
67900,0.0786,96.9079,3.4865e-05
67950,0.0781,97.5645,3.4846e-05
68000,0.1416,87.3485,3.4827e-05
68050,0.1171,96.0406,3.4808e-05
68100,0.1223,92.8227,3.4789e-05
68150,0.0911,96.8016,3.477e-05
68200,0.1001,96.5427,3.4751e-05
68250,0.1146,90.9984,3.4732e-05
68300,0.1019,97.7899,3.4713e-05
68350,0.081,96.2703,3.4694e-05
68400,0.0933,94.6746,3.4675e-05
68450,0.1207,93.0319,3.4656e-05
68500,0.0958,92.7777,3.4637e-05
68550,0.0901,95.4165,3.4619e-05
68600,0.0959,96.0702,3.46e-05
68650,0.1355,95.0402,3.4581e-05
68700,0.1886,91.877,3.4562e-05
68750,0.1158,96.2004,3.4543e-05
68800,0.136,94.6852,3.4524e-05
68850,0.0891,97.2578,3.4505e-05
68900,0.1062,94.5978,3.4486e-05
68950,0.0973,95.9202,3.4467e-05
69000,0.1991,75.8927,3.4448e-05
69050,0.0862,97.8922,3.4429e-05
69100,0.1345,96.5663,3.441e-05
69150,0.1098,92.1658,3.4391e-05
69200,0.0996,94.0936,3.4372e-05
69250,0.1461,94.5206,3.4354e-05
69300,0.1105,94.9052,3.4335e-05
69350,0.0889,95.953,3.4316e-05
69400,0.1392,87.1054,3.4297e-05
69450,0.0987,92.477,3.4278e-05
69500,0.092,97.4179,3.4259e-05
69550,0.077,97.2537,3.424e-05
69600,0.1425,98.2121,3.4221e-05
69650,0.1077,93.8934,3.4202e-05
69700,0.0892,97.2488,3.4183e-05
69750,0.1155,96.4585,3.4164e-05
69800,0.0884,95.4472,3.4145e-05
69850,0.1177,94.0022,3.4126e-05
69900,0.1233,94.1451,3.4107e-05
69950,0.1183,96.3821,3.4089e-05
70000,0.1303,97.7617,3.407e-05
70050,0.1866,96.1093,3.4051e-05
70100,0.0962,97.1994,3.4032e-05
70150,0.0995,95.8486,3.4013e-05
70200,0.1378,93.0701,3.3994e-05
70250,0.1636,85.6991,3.3975e-05
70300,0.1111,98.7626,3.3956e-05
70350,0.0913,96.9993,3.3937e-05
70400,0.1124,95.2922,3.3918e-05
70450,0.093,96.3374,3.3899e-05
70500,0.079,97.325,3.388e-05
70550,0.1344,94.6155,3.3861e-05
70600,0.088,95.2331,3.3842e-05
70650,0.1407,96.2151,3.3824e-05
70700,0.0937,96.741,3.3805e-05
70750,0.0869,95.9319,3.3786e-05
70800,0.0829,97.3449,3.3767e-05
70850,0.1272,94.4376,3.3748e-05
70900,0.1058,97.7885,3.3729e-05
70950,0.1385,85.5835,3.371e-05
71000,0.0977,93.3964,3.3691e-05
71050,0.0793,92.211,3.3672e-05
71100,0.1224,97.4763,3.3653e-05
71150,0.1495,97.5263,3.3634e-05
71200,0.1152,95.5755,3.3615e-05
71250,0.1258,96.9509,3.3596e-05
71300,0.1191,96.8939,3.3577e-05
71350,0.0939,95.5232,3.3559e-05
71400,0.0731,95.5007,3.354e-05
71450,0.091,95.6916,3.3521e-05
71500,0.0672,97.9647,3.3502e-05
71550,0.0902,96.3769,3.3483e-05
71600,0.0989,95.5732,3.3464e-05
71650,0.1091,93.1916,3.3445e-05
71700,0.1037,98.2654,3.3426e-05
71750,0.0924,97.9106,3.3407e-05
71800,0.1246,97.2316,3.3388e-05
71850,0.1283,95.7285,3.3369e-05
71900,0.1256,98.6654,3.335e-05
71950,0.1208,96.6526,3.3331e-05
72000,0.1117,97.6784,3.3313e-05
72050,0.1016,95.9552,3.3294e-05
72100,0.0863,98.9466,3.3275e-05
72150,0.136,84.4305,3.3256e-05
72200,0.0883,96.6079,3.3237e-05
72250,0.1406,97.4078,3.3218e-05
72300,0.1322,97.597,3.3199e-05
72350,0.07,98.0127,3.318e-05
72400,0.142,96.4734,3.3161e-05
72450,0.1229,96.4642,3.3142e-05
72500,0.1093,96.7697,3.3123e-05
72550,0.0947,92.5259,3.3104e-05
72600,0.0642,98.7708,3.3085e-05
72650,0.1146,93.9728,3.3066e-05
72700,0.1499,95.0104,3.3048e-05
72750,0.0833,97.6289,3.3029e-05
72800,0.1194,97.0068,3.301e-05
72850,0.1212,97.2847,3.2991e-05
72900,0.0775,96.3558,3.2972e-05
72950,0.0939,96.4175,3.2953e-05
73000,0.0871,97.9628,3.2934e-05
73050,0.2121,91.2273,3.2915e-05
73100,0.1231,95.041,3.2896e-05
73150,0.1021,92.6149,3.2877e-05
73200,0.1225,92.4482,3.2858e-05
73250,0.0862,95.8242,3.2839e-05
73300,0.1081,97.5288,3.282e-05
73350,0.1055,97.3039,3.2801e-05
73400,0.0871,95.5162,3.2783e-05
73450,0.1047,90.1793,3.2764e-05
73500,0.1409,91.5741,3.2745e-05
73550,0.0987,97.907,3.2726e-05
73600,0.0869,95.9604,3.2707e-05
73650,0.1474,96.7578,3.2688e-05
73700,0.1284,87.1824,3.2669e-05
73750,0.0868,94.6812,3.265e-05
73800,0.0883,94.6639,3.2631e-05
73850,0.0747,94.77,3.2612e-05
73900,0.0897,89.5428,3.2593e-05
73950,0.1989,96.7206,3.2574e-05
74000,0.1155,93.4453,3.2555e-05
74050,0.0737,97.8331,3.2536e-05
74100,0.1047,98.1855,3.2518e-05
74150,0.1097,97.9436,3.2499e-05
74200,0.155,97.8817,3.248e-05
74250,0.2134,95.5453,3.2461e-05
74300,0.1121,97.9727,3.2442e-05
74350,0.1363,96.6043,3.2423e-05
74400,0.0728,96.8102,3.2404e-05
74450,0.1237,89.9329,3.2385e-05
74500,0.1356,94.2579,3.2366e-05
74550,0.0936,93.418,3.2347e-05
74600,0.1173,97.1229,3.2328e-05
74650,0.0795,94.2903,3.2309e-05
74700,0.1319,97.162,3.229e-05
74750,0.0849,93.6705,3.2271e-05
74800,0.0755,98.1826,3.2253e-05
74850,0.1395,96.5009,3.2234e-05
74900,0.1515,85.6824,3.2215e-05
74950,0.1406,93.2876,3.2196e-05
75000,0.1136,96.1481,3.2177e-05
75050,0.1133,96.2479,3.2158e-05
75100,0.0985,92.8382,3.2139e-05
75150,0.088,95.8279,3.212e-05
75200,0.0997,97.4685,3.2101e-05
75250,0.0946,97.9504,3.2082e-05
75300,0.1562,87.7461,3.2063e-05
75350,0.0654,93.3802,3.2044e-05
75400,0.0694,95.3296,3.2025e-05
75450,0.0961,96.8413,3.2007e-05
75500,0.1119,95.4511,3.1988e-05
75550,0.1434,95.5202,3.1969e-05
75600,0.1125,97.5239,3.195e-05
75650,0.1208,83.193,3.1931e-05
75700,0.1494,90.2741,3.1912e-05
75750,0.118,97.086,3.1893e-05
75800,0.1288,92.786,3.1874e-05
75850,0.1276,96.6725,3.1855e-05
75900,0.0716,96.3017,3.1836e-05
75950,0.1121,95.6162,3.1817e-05
76000,0.0857,98.1843,3.1798e-05
76050,0.0754,96.672,3.1779e-05
76100,0.1074,96.771,3.176e-05
76150,0.1242,95.7982,3.1742e-05
76200,0.1004,98.4235,3.1723e-05
76250,0.0882,96.9259,3.1704e-05
76300,0.1096,91.2028,3.1685e-05
76350,0.1388,79.679,3.1666e-05
76400,0.138,95.2824,3.1647e-05
76450,0.1306,96.2193,3.1628e-05
76500,0.0768,96.5937,3.1609e-05
76550,0.162,92.0953,3.159e-05
76600,0.0938,91.9211,3.1571e-05
76650,0.0956,97.1231,3.1552e-05
76700,0.103,93.7906,3.1533e-05
76750,0.1056,95.6697,3.1514e-05
76800,0.0966,93.3415,3.1495e-05
76850,0.1987,92.2661,3.1477e-05
76900,0.0863,95.7145,3.1458e-05
76950,0.1166,97.8247,3.1439e-05
77000,0.1153,89.3544,3.142e-05
77050,0.1058,93.4568,3.1401e-05
77100,0.0948,98.1324,3.1382e-05
77150,0.0955,95.9529,3.1363e-05
77200,0.1011,97.7244,3.1344e-05
77250,0.0803,97.929,3.1325e-05
77300,0.1879,94.6908,3.1306e-05
77350,0.0924,94.4718,3.1287e-05
77400,0.1373,96.3187,3.1268e-05
77450,0.0851,93.8616,3.1249e-05
77500,0.1539,97.7828,3.123e-05
77550,0.0964,95.2442,3.1212e-05
77600,0.1262,88.33,3.1193e-05
77650,0.1002,98.4062,3.1174e-05
77700,0.0886,95.4066,3.1155e-05
77750,0.0811,93.2265,3.1136e-05
77800,0.1049,98.2421,3.1117e-05
77850,0.3625,96.6556,3.1098e-05
77900,0.0904,97.5664,3.1079e-05
77950,0.1278,98.4793,3.106e-05
78000,0.0853,96.1114,3.1041e-05
78050,0.082,91.6183,3.1022e-05
78100,0.1207,98.9461,3.1003e-05
78150,0.1146,95.8699,3.0984e-05
78200,0.0987,97.0567,3.0965e-05
78250,0.1214,94.9553,3.0947e-05
78300,0.1005,94.3364,3.0928e-05
78350,0.206,96.4085,3.0909e-05
78400,0.1292,94.5811,3.089e-05
78450,0.0998,97.7637,3.0871e-05
78500,0.0747,97.7971,3.0852e-05
78550,0.0666,97.1706,3.0833e-05
78600,0.0885,90.9712,3.0814e-05
78650,0.1976,95.3235,3.0795e-05
78700,0.1266,98.2538,3.0776e-05
78750,0.1205,94.7482,3.0757e-05
78800,0.1151,96.7391,3.0738e-05
78850,0.0907,96.1821,3.0719e-05
78900,0.122,96.5041,3.0701e-05
78950,0.1433,96.0447,3.0682e-05
79000,0.1087,92.03,3.0663e-05
79050,0.0912,93.5778,3.0644e-05
79100,0.0639,98.2617,3.0625e-05
79150,0.125,94.9079,3.0606e-05
79200,0.124,96.0721,3.0587e-05
79250,0.0872,96.9139,3.0568e-05
79300,0.0942,90.9916,3.0549e-05
79350,0.1011,98.6449,3.053e-05
79400,0.0967,95.4771,3.0511e-05
79450,0.124,96.8516,3.0492e-05
79500,0.0725,97.1823,3.0473e-05
79550,0.107,97.1835,3.0454e-05
79600,0.0894,95.715,3.0436e-05
79650,0.1198,91.5015,3.0417e-05
79700,0.0935,95.804,3.0398e-05
79750,0.0826,98.5896,3.0379e-05
79800,0.1164,95.445,3.036e-05
79850,0.1135,94.8444,3.0341e-05
79900,0.0992,96.3205,3.0322e-05
79950,0.1432,87.1994,3.0303e-05
80000,0.1597,94.4252,3.0284e-05
80050,0.1261,97.2459,3.0265e-05
80100,0.1168,96.0644,3.0246e-05
80150,0.1033,97.8034,3.0227e-05
80200,0.0844,93.3331,3.0208e-05
80250,0.1816,95.9724,3.0189e-05
80300,0.0696,97.5907,3.0171e-05
80350,0.0821,97.5582,3.0152e-05
80400,0.1224,96.8358,3.0133e-05
80450,0.1034,96.2169,3.0114e-05
80500,0.0967,94.5562,3.0095e-05
80550,0.0875,94.1647,3.0076e-05
80600,0.1101,95.4676,3.0057e-05
80650,0.0882,97.5278,3.0038e-05
80700,0.0839,97.1347,3.0019e-05
80750,0.0834,97.6474,3e-05
80800,0.12,96.9653,2.9981e-05
80850,0.1151,97.4129,2.9962e-05
80900,0.0982,96.0243,2.9943e-05
80950,0.0785,97.5408,2.9924e-05
81000,0.1058,96.9567,2.9906e-05
81050,0.1033,95.0449,2.9887e-05
81100,0.2169,97.2393,2.9868e-05
81150,0.1444,96.3157,2.9849e-05
81200,0.1088,98.1957,2.983e-05
81250,0.0856,96.9791,2.9811e-05
81300,0.0863,98.8018,2.9792e-05
81350,0.1062,96.5026,2.9773e-05
81400,0.097,98.4877,2.9754e-05
81450,0.0985,96.5082,2.9735e-05
81500,0.1238,88.3954,2.9716e-05
81550,0.1803,93.8388,2.9697e-05
81600,0.0892,95.2774,2.9678e-05
81650,0.1363,95.3794,2.9659e-05
81700,0.0711,98.9723,2.9641e-05
81750,0.1016,96.032,2.9622e-05
81800,0.0692,96.7215,2.9603e-05
81850,0.1136,95.1961,2.9584e-05
81900,0.1331,97.8695,2.9565e-05
81950,0.0836,97.551,2.9546e-05
82000,0.0941,97.0335,2.9527e-05
82050,0.1067,87.3788,2.9508e-05
82100,0.1097,98.2411,2.9489e-05
82150,0.0918,96.393,2.947e-05
82200,0.0997,96.5459,2.9451e-05
82250,0.1553,95.3358,2.9432e-05
82300,0.0816,97.65,2.9413e-05
82350,0.0939,90.2654,2.9395e-05
82400,0.1269,95.9907,2.9376e-05
82450,0.1394,91.3972,2.9357e-05
82500,0.1253,97.9458,2.9338e-05
82550,0.0926,95.2013,2.9319e-05
82600,0.1774,87.014,2.93e-05
82650,0.1209,94.1511,2.9281e-05
82700,0.0943,96.6442,2.9262e-05
82750,0.1022,93.093,2.9243e-05
82800,0.102,98.5553,2.9224e-05
82850,0.0926,98.1012,2.9205e-05
82900,0.1269,94.3998,2.9186e-05
82950,0.1818,94.9006,2.9167e-05
83000,0.1019,96.1736,2.9148e-05
83050,0.0931,97.9706,2.913e-05
83100,0.1186,94.4735,2.9111e-05
83150,0.1346,97.2114,2.9092e-05
83200,0.1025,94.2669,2.9073e-05
83250,0.1613,91.0956,2.9054e-05
83300,0.0754,97.8363,2.9035e-05
83350,0.1212,91.9638,2.9016e-05
83400,0.0955,97.6815,2.8997e-05
83450,0.1098,93.4669,2.8978e-05
83500,0.1556,95.0137,2.8959e-05
83550,0.0841,98.0407,2.894e-05
83600,0.0909,98.4616,2.8921e-05
83650,0.1202,94.3916,2.8902e-05
83700,0.113,97.6724,2.8883e-05
83750,0.0621,97.1187,2.8865e-05
83800,0.1049,92.8403,2.8846e-05
83850,0.1141,98.1496,2.8827e-05
83900,0.1531,97.4285,2.8808e-05
83950,0.099,98.1105,2.8789e-05
84000,0.1008,94.9177,2.877e-05
84050,0.0801,94.5494,2.8751e-05
84100,0.0965,96.8087,2.8732e-05
84150,0.0766,94.5891,2.8713e-05
84200,0.1174,88.0359,2.8694e-05
84250,0.1729,97.3932,2.8675e-05
84300,0.0855,94.453,2.8656e-05
84350,0.1157,98.3413,2.8637e-05
84400,0.1142,95.3243,2.8618e-05
84450,0.0956,94.3809,2.86e-05
84500,0.0988,95.403,2.8581e-05
84550,0.0813,97.0371,2.8562e-05
84600,0.1708,96.1117,2.8543e-05
84650,0.1059,95.0371,2.8524e-05
84700,0.096,96.1446,2.8505e-05
84750,0.1077,97.6357,2.8486e-05
84800,0.131,95.9589,2.8467e-05
84850,0.1013,94.5652,2.8448e-05
84900,0.0726,98.2974,2.8429e-05
84950,0.0922,96.4327,2.841e-05
85000,0.0994,95.5564,2.8391e-05
85050,0.0739,99.0799,2.8372e-05
85100,0.0912,96.5124,2.8353e-05
85150,0.0895,97.4776,2.8335e-05
85200,0.1093,96.3667,2.8316e-05
85250,0.0984,95.2414,2.8297e-05
85300,0.1032,96.5766,2.8278e-05
85350,0.0841,99.0842,2.8259e-05
85400,0.1019,94.4829,2.824e-05
85450,0.1322,95.154,2.8221e-05
85500,0.1114,97.1554,2.8202e-05
85550,0.1214,96.463,2.8183e-05
85600,0.0762,97.7516,2.8164e-05
85650,0.197,95.8536,2.8145e-05
85700,0.0876,97.0558,2.8126e-05
85750,0.19,96.606,2.8107e-05
85800,0.1071,95.321,2.8089e-05
85850,0.0768,96.5873,2.807e-05
85900,0.1318,99.3447,2.8051e-05
85950,0.124,95.9404,2.8032e-05
86000,0.0828,97.981,2.8013e-05
86050,0.1718,96.9116,2.7994e-05
86100,0.0881,97.8766,2.7975e-05
86150,0.1051,96.6634,2.7956e-05
86200,0.1065,98.1338,2.7937e-05
86250,0.0925,97.5115,2.7918e-05
86300,0.0658,97.6681,2.7899e-05
86350,0.0912,96.4758,2.788e-05
86400,0.0836,98.211,2.7861e-05
86450,0.0833,92.1942,2.7842e-05
86500,0.0871,97.0263,2.7824e-05
86550,0.0828,97.7139,2.7805e-05
86600,0.0891,96.0684,2.7786e-05
86650,0.1125,93.0668,2.7767e-05
86700,0.1445,98.4391,2.7748e-05
86750,0.1151,97.3777,2.7729e-05
86800,0.077,96.6241,2.771e-05
86850,0.0875,92.7327,2.7691e-05
86900,0.2663,94.1155,2.7672e-05
86950,0.1208,97.1422,2.7653e-05
87000,0.0968,93.6431,2.7634e-05
87050,0.0866,97.5171,2.7615e-05
87100,0.1158,96.8513,2.7596e-05
87150,0.0988,88.9196,2.7577e-05
87200,0.0961,96.6365,2.7559e-05
87250,0.1196,98.139,2.754e-05
87300,0.0932,94.2635,2.7521e-05
87350,0.0771,94.4377,2.7502e-05
87400,0.0744,95.9795,2.7483e-05
87450,0.0905,97.7004,2.7464e-05
87500,0.1189,96.9599,2.7445e-05
87550,0.088,97.1545,2.7426e-05
87600,0.1033,86.4525,2.7407e-05
87650,0.1313,96.1152,2.7388e-05
87700,0.0991,97.2131,2.7369e-05
87750,0.1103,96.096,2.735e-05
87800,0.1129,85.6809,2.7331e-05
87850,0.1042,93.2243,2.7312e-05
87900,0.1231,95.7934,2.7294e-05
87950,0.081,97.9801,2.7275e-05
88000,0.0907,98.1067,2.7256e-05
88050,0.093,99.0693,2.7237e-05
88100,0.0981,92.5176,2.7218e-05
88150,0.1062,95.2449,2.7199e-05
88200,0.0939,99.1387,2.718e-05
88250,0.0981,95.5413,2.7161e-05
88300,0.0846,98.7134,2.7142e-05
88350,0.104,97.8074,2.7123e-05
88400,0.0932,93.2391,2.7104e-05
88450,0.0974,94.546,2.7085e-05
88500,0.0968,89.8216,2.7066e-05
88550,0.0924,96.865,2.7047e-05
88600,0.0865,95.3401,2.7029e-05
88650,0.1241,96.7617,2.701e-05
88700,0.1217,95.7053,2.6991e-05
88750,0.1368,97.3701,2.6972e-05
88800,0.0868,95.6441,2.6953e-05
88850,0.0992,90.4747,2.6934e-05
88900,0.0582,97.9715,2.6915e-05
88950,0.1328,95.2346,2.6896e-05
89000,0.0703,97.096,2.6877e-05
89050,0.1151,97.1317,2.6858e-05
89100,0.0752,99.2363,2.6839e-05
89150,0.1174,95.9662,2.682e-05
89200,0.076,95.4451,2.6801e-05
89250,0.137,97.2179,2.6783e-05
89300,0.135,92.2433,2.6764e-05
89350,0.1105,96.1163,2.6745e-05
89400,0.0972,96.9231,2.6726e-05
89450,0.0994,78.9455,2.6707e-05
89500,0.1211,99.2611,2.6688e-05
89550,0.1001,96.0587,2.6669e-05
89600,0.1016,97.4824,2.665e-05
89650,0.0698,99.8327,2.6631e-05
89700,0.121,97.5359,2.6612e-05
89750,0.0743,99.4384,2.6593e-05
89800,0.078,96.0663,2.6574e-05
89850,0.0641,95.7116,2.6555e-05
89900,0.0894,95.4632,2.6536e-05
89950,0.0698,98.1429,2.6518e-05
90000,0.1264,95.514,2.6499e-05
90050,0.0942,96.232,2.648e-05
90100,0.0832,96.2386,2.6461e-05
90150,0.0883,95.8829,2.6442e-05
90200,0.0898,93.5241,2.6423e-05
90250,0.0638,98.9956,2.6404e-05
90300,0.1268,96.5007,2.6385e-05
90350,0.1077,98.2817,2.6366e-05
90400,0.1133,96.7723,2.6347e-05
90450,0.0759,97.6665,2.6328e-05
90500,0.0886,98.326,2.6309e-05
90550,0.112,95.3504,2.629e-05
90600,0.0888,97.0113,2.6271e-05
90650,0.1063,96.8694,2.6253e-05
90700,0.1383,96.1676,2.6234e-05
90750,0.0796,99.0711,2.6215e-05
90800,0.1506,96.7287,2.6196e-05
90850,0.1083,97.7708,2.6177e-05
90900,0.0659,96.7439,2.6158e-05
90950,0.0647,98.705,2.6139e-05
91000,0.0789,97.6922,2.612e-05
91050,0.1062,97.3479,2.6101e-05
91100,0.1292,96.5062,2.6082e-05
91150,0.0835,95.5682,2.6063e-05
91200,0.0938,94.4675,2.6044e-05
91250,0.1696,97.3908,2.6025e-05
91300,0.0679,96.0186,2.6006e-05
91350,0.1058,97.1312,2.5988e-05
91400,0.212,94.4615,2.5969e-05
91450,0.0792,95.1326,2.595e-05
91500,0.0948,94.5268,2.5931e-05
91550,0.0795,97.9655,2.5912e-05
91600,0.0998,96.0201,2.5893e-05
91650,0.1399,90.8606,2.5874e-05
91700,0.1076,98.0926,2.5855e-05
91750,0.0996,97.5525,2.5836e-05
91800,0.0973,97.4011,2.5817e-05
91850,0.1028,98.1892,2.5798e-05
91900,0.0574,98.695,2.5779e-05
91950,0.0719,96.0259,2.576e-05
92000,0.1016,97.9154,2.5741e-05
92050,0.0849,97.6405,2.5723e-05
92100,0.1271,94.4658,2.5704e-05
92150,0.104,97.7665,2.5685e-05
92200,0.1207,98.4371,2.5666e-05
92250,0.0834,98.0124,2.5647e-05
92300,0.086,94.2577,2.5628e-05
92350,0.0749,95.2986,2.5609e-05
92400,0.0881,98.2202,2.559e-05
92450,0.0793,97.2584,2.5571e-05
92500,0.0919,96.6565,2.5552e-05
92550,0.0912,97.0151,2.5533e-05
92600,0.0706,97.129,2.5514e-05
92650,0.0825,97.4203,2.5495e-05
92700,0.0961,96.8624,2.5477e-05
92750,0.1459,91.9294,2.5458e-05
92800,0.0969,97.8398,2.5439e-05
92850,0.0928,97.4592,2.542e-05
92900,0.0995,97.3777,2.5401e-05
92950,0.0706,95.9737,2.5382e-05
93000,0.113,98.2044,2.5363e-05
93050,0.0821,93.8167,2.5344e-05
93100,0.0815,94.4666,2.5325e-05
93150,0.0976,96.82,2.5306e-05
93200,0.0753,97.2585,2.5287e-05
93250,0.1073,81.7243,2.5268e-05
93300,0.1539,95.9232,2.5249e-05
93350,0.0863,97.4817,2.523e-05
93400,0.1072,98.4882,2.5212e-05
93450,0.0844,95.8783,2.5193e-05
93500,0.1201,94.1261,2.5174e-05
93550,0.0899,97.6592,2.5155e-05
93600,0.1336,99.3223,2.5136e-05
93650,0.1101,93.9193,2.5117e-05
93700,0.1171,95.4958,2.5098e-05
93750,0.0902,93.7061,2.5079e-05
93800,0.0703,97.6429,2.506e-05
93850,0.1159,95.612,2.5041e-05
93900,0.0796,95.2019,2.5022e-05
93950,0.144,95.6177,2.5003e-05
94000,0.0691,93.5388,2.4984e-05
94050,0.1003,90.3672,2.4965e-05
94100,0.0807,97.6964,2.4947e-05
94150,0.0714,96.2299,2.4928e-05
94200,0.0914,91.6904,2.4909e-05
94250,0.1007,92.8639,2.489e-05
94300,0.0796,98.1595,2.4871e-05
94350,0.0948,94.7504,2.4852e-05
94400,0.1622,96.818,2.4833e-05
94450,0.1007,89.3477,2.4814e-05
94500,0.0919,95.6357,2.4795e-05
94550,0.1141,96.543,2.4776e-05
94600,0.0716,97.0254,2.4757e-05
94650,0.0983,96.5634,2.4738e-05
94700,0.1386,97.4003,2.4719e-05
94750,0.0893,96.121,2.47e-05
94800,0.071,96.9069,2.4682e-05
94850,0.0941,97.9636,2.4663e-05
94900,0.0789,92.3461,2.4644e-05
94950,0.0909,98.4364,2.4625e-05
95000,0.1093,98.3648,2.4606e-05
95050,0.0914,98.2641,2.4587e-05
95100,0.1451,97.3329,2.4568e-05
95150,0.175,90.5074,2.4549e-05
95200,0.1246,98.1963,2.453e-05
95250,0.1152,94.0347,2.4511e-05
95300,0.0802,97.6754,2.4492e-05
95350,0.1545,97.6433,2.4473e-05
95400,0.0888,97.9579,2.4454e-05
95450,0.0768,98.6197,2.4435e-05
95500,0.0793,97.6698,2.4417e-05
95550,0.1191,96.9712,2.4398e-05
95600,0.096,97.397,2.4379e-05
95650,0.0802,97.7738,2.436e-05
95700,0.0574,97.7889,2.4341e-05
95750,0.1516,95.9112,2.4322e-05
95800,0.0965,97.7956,2.4303e-05
95850,0.1273,95.0353,2.4284e-05
95900,0.222,88.6301,2.4265e-05
95950,0.1389,95.274,2.4246e-05
96000,0.0901,95.9097,2.4227e-05
96050,0.1083,98.0974,2.4208e-05
96100,0.1013,93.4318,2.4189e-05
96150,0.1,97.7611,2.417e-05
96200,0.1309,95.7722,2.4152e-05
96250,0.0831,97.1974,2.4133e-05
96300,0.13,95.8768,2.4114e-05
96350,0.0535,98.2784,2.4095e-05
96400,0.0792,97.4118,2.4076e-05
96450,0.1033,94.4573,2.4057e-05
96500,0.0933,97.0942,2.4038e-05
96550,0.0914,94.4489,2.4019e-05
96600,0.0873,99.555,2.4e-05
96650,0.0941,97.5901,2.3981e-05
96700,0.1227,95.5816,2.3962e-05
96750,0.0916,99.0075,2.3943e-05
96800,0.1059,98.3137,2.3924e-05
96850,0.0862,99.1308,2.3906e-05
96900,0.0925,97.2052,2.3887e-05
96950,0.1219,97.4216,2.3868e-05
97000,0.1131,96.1585,2.3849e-05
97050,0.0757,94.488,2.383e-05
97100,0.1008,96.5692,2.3811e-05
97150,0.0972,91.878,2.3792e-05
97200,0.0757,96.7442,2.3773e-05
97250,0.0741,97.0746,2.3754e-05
97300,0.0593,97.8927,2.3735e-05
97350,0.0719,96.0828,2.3716e-05
97400,0.1304,89.8669,2.3697e-05
97450,0.0908,98.1502,2.3678e-05
97500,0.099,95.2888,2.3659e-05
97550,0.1137,95.0587,2.3641e-05
97600,0.1065,95.9095,2.3622e-05
97650,0.0752,98.7767,2.3603e-05
97700,0.0829,97.7572,2.3584e-05
97750,0.0875,95.9548,2.3565e-05
97800,0.089,95.8276,2.3546e-05
97850,0.0964,95.1206,2.3527e-05
97900,0.1063,97.6339,2.3508e-05
97950,0.0929,94.7594,2.3489e-05
98000,0.1373,85.3472,2.347e-05
98050,0.0952,97.6192,2.3451e-05
98100,0.1203,89.6972,2.3432e-05
98150,0.1199,84.7728,2.3413e-05
98200,0.1124,89.8564,2.3394e-05
98250,0.065,97.0483,2.3376e-05
98300,0.0881,96.4961,2.3357e-05
98350,0.0834,97.3445,2.3338e-05
98400,0.0777,97.7179,2.3319e-05
98450,0.0793,95.4512,2.33e-05
98500,0.0812,99.1771,2.3281e-05
98550,0.1104,98.2078,2.3262e-05
98600,0.0812,95.9962,2.3243e-05
98650,0.117,98.3686,2.3224e-05
98700,0.0795,97.2645,2.3205e-05
98750,0.1193,93.6296,2.3186e-05
98800,0.0797,97.4246,2.3167e-05
98850,0.069,96.8577,2.3148e-05
98900,0.1654,98.5615,2.3129e-05
98950,0.0955,95.1913,2.3111e-05
99000,0.0909,96.7733,2.3092e-05
99050,0.0776,96.8157,2.3073e-05
99100,0.0755,96.8416,2.3054e-05
99150,0.0749,93.7258,2.3035e-05
99200,0.0994,99.135,2.3016e-05
99250,0.0824,98.4661,2.2997e-05
99300,0.1051,95.5942,2.2978e-05
99350,0.0946,97.8727,2.2959e-05
99400,0.1257,96.9143,2.294e-05
99450,0.1055,97.119,2.2921e-05
99500,0.127,97.369,2.2902e-05
99550,0.0721,95.0483,2.2883e-05
99600,0.0855,98.857,2.2864e-05
99650,0.1038,89.861,2.2846e-05
99700,0.0961,96.0309,2.2827e-05
99750,0.1183,94.7773,2.2808e-05
99800,0.0919,96.399,2.2789e-05
99850,0.0818,98.2292,2.277e-05
99900,0.1099,97.2821,2.2751e-05
99950,0.0642,92.9813,2.2732e-05
100000,0.0823,96.9799,2.2713e-05
100050,0.0648,97.5588,2.2694e-05
100100,0.1158,99.2532,2.2675e-05
100150,0.0783,95.7733,2.2656e-05
100200,0.1339,96.3276,2.2637e-05
100250,0.0732,95.0486,2.2618e-05
100300,0.1176,95.3198,2.26e-05
100350,0.1168,96.7455,2.2581e-05
100400,0.0851,96.7579,2.2562e-05
100450,0.092,96.1919,2.2543e-05
100500,0.1013,92.2758,2.2524e-05
100550,0.0892,97.6593,2.2505e-05
100600,0.0802,93.5488,2.2486e-05
100650,0.1032,96.7915,2.2467e-05
100700,0.0642,97.072,2.2448e-05
100750,0.1112,95.9388,2.2429e-05
100800,0.074,98.3898,2.241e-05
100850,0.073,96.4701,2.2391e-05
100900,0.0751,95.3113,2.2372e-05
100950,0.1282,92.1827,2.2353e-05
101000,0.1005,96.3395,2.2335e-05
101050,0.0635,95.8204,2.2316e-05
101100,0.0776,97.0724,2.2297e-05
